workerid,proliferate.condition,block,content,question_type,response,rt,short_trigger,slide_number_in_experiment,trigger,trigger_class,catch_trials,subject_information.age,subject_information.american,subject_information.comments,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
462,default,block2,pizza,projective,0.98,3303,MC,51,MC,MC,[],18,Yes,,Female,English,Chrome,Windows,768,1366,10.23645,
462,default,block2,mary,projective,0.35,7366,be_right,52,be_right,C,[],18,Yes,,Female,English,Chrome,Windows,768,1366,10.23645,
462,default,block2,hat,projective,0.99,3965,MC,53,MC,MC,[],18,Yes,,Female,English,Chrome,Windows,768,1366,10.23645,
462,default,block2,charley,projective,0.72,10481,prove,54,prove,C,[],18,Yes,,Female,English,Chrome,Windows,768,1366,10.23645,
462,default,block2,isabella,projective,0.89,5914,reveal,55,reveal,C,[],18,Yes,,Female,English,Chrome,Windows,768,1366,10.23645,
462,default,block2,ballet,projective,0.98,2926,MC,56,MC,MC,[],18,Yes,,Female,English,Chrome,Windows,768,1366,10.23645,
462,default,block2,emily,projective,1,8533,know,57,know,C,[],18,Yes,,Female,English,Chrome,Windows,768,1366,10.23645,
505,default,block1,frank,ai,0,37490,be_right,5,be_right,C,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block1,zoe,ai,0,8817,know,6,know,C,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block1,emma,ai,0,9879,discover,7,discover,C,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block1,josh,ai,0,11591,suggest,8,suggest,C,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block1,josie,ai,0.95,11393,establish,9,establish,C,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block1,mia,ai,0,13815,see,10,see,C,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block1,jayden,ai,0.03,8567,confess,11,confess,C,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block1,danny,ai,0,8358,prove,12,prove,C,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block1,jon,ai,0,7569,admit,13,admit,C,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block1,charley,ai,0,4285,think,14,think,C,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block1,muffins,ai,1,6848,MC,15,MC,MC,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block1,julian,ai,0,6558,inform,16,inform,C,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block1,garage,ai,1,23592,MC,17,MC,MC,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block1,sophia,ai,0,6631,hear,18,hear,C,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block1,hat,ai,1,17605,MC,19,MC,MC,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block1,pizza,ai,1,4595,MC,20,MC,MC,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block1,owen,ai,0,5445,demonstrate,21,demonstrate,C,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block1,olivia,ai,0,4462,confirm,22,confirm,C,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block1,mary,ai,0,14199,be_annoyed,23,be_annoyed,C,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block1,isabella,ai,0,4143,say,24,say,C,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block1,emily,ai,0,22248,announce,25,announce,C,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block1,jackson,ai,0,4632,pretend,26,pretend,C,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block1,ballet,ai,1,4799,MC,27,MC,MC,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block1,tony,ai,0,3846,reveal,28,reveal,C,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block1,kids,ai,1,39952,MC,29,MC,MC,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block1,grace,ai,0.04,4503,acknowledge,30,acknowledge,C,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block2,grace,projective,0.94,7209,acknowledge,32,acknowledge,C,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block2,zoe,projective,0.09,5959,know,33,know,C,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block2,sophia,projective,0.05,5273,hear,34,hear,C,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block2,owen,projective,0,8728,demonstrate,35,demonstrate,C,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block2,charley,projective,0.04,6878,think,36,think,C,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block2,josie,projective,0.01,5089,establish,37,establish,C,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block2,emma,projective,0.04,5334,discover,38,discover,C,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block2,kids,projective,0.96,4369,MC,39,MC,MC,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block2,pizza,projective,0.98,40447,MC,40,MC,MC,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block2,muffins,projective,0.99,3439,MC,41,MC,MC,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block2,isabella,projective,0.02,4641,say,42,say,C,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block2,hat,projective,0.97,4553,MC,43,MC,MC,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block2,ballet,projective,0.99,3855,MC,44,MC,MC,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block2,josh,projective,0.02,4385,suggest,45,suggest,C,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block2,garage,projective,0.97,7375,MC,46,MC,MC,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block2,mia,projective,0.08,2599,see,47,see,C,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block2,olivia,projective,0.05,3072,confirm,48,confirm,C,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block2,danny,projective,0.07,4280,prove,49,prove,C,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block2,jayden,projective,0.01,2703,confess,50,confess,C,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block2,jackson,projective,0.04,16439,pretend,51,pretend,C,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block2,tony,projective,0.06,2112,reveal,52,reveal,C,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block2,jon,projective,0,3208,admit,53,admit,C,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block2,emily,projective,0.01,2497,announce,54,announce,C,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block2,frank,projective,0.01,3952,be_right,55,be_right,C,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block2,julian,projective,0.01,4239,inform,56,inform,C,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
505,default,block2,mary,projective,0.02,2216,be_annoyed,57,be_annoyed,C,[],32,Yes,None. Thank you for asking.,Female,American English,Chrome,Windows,768,1366,9.1215,
546,default,block1,garage,projective,1,5526,MC,5,MC,MC,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block1,muffins,projective,1,3704,MC,6,MC,MC,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block1,jon,projective,0.75,7720,establish,7,establish,C,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block1,mia,projective,1,8615,know,8,know,C,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block1,zoe,projective,0.51,5055,confirm,9,confirm,C,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block1,sophia,projective,0.81,5112,see,10,see,C,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block1,pizza,projective,1,3264,MC,11,MC,MC,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block1,emily,projective,0,7544,say,12,say,C,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block1,josh,projective,0,4560,hear,13,hear,C,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block1,charley,projective,0,4232,inform,14,inform,C,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block1,tony,projective,0,4096,admit,15,admit,C,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block1,kids,projective,1,3056,MC,16,MC,MC,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block1,grace,projective,0,3488,think,17,think,C,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block1,ballet,projective,1,2384,MC,18,MC,MC,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block1,hat,projective,1,2383,MC,19,MC,MC,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block1,josie,projective,0,3120,confess,20,confess,C,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block1,danny,projective,0,3736,pretend,21,pretend,C,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block1,mary,projective,0,3416,prove,22,prove,C,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block1,olivia,projective,0.82,4152,reveal,23,reveal,C,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block1,emma,projective,0.26,3504,be_right,24,be_right,C,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block1,julian,projective,0,4679,announce,25,announce,C,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block1,frank,projective,0.97,7000,be_annoyed,26,be_annoyed,C,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block1,jayden,projective,1,3032,discover,27,discover,C,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block1,jackson,projective,1,4768,demonstrate,28,demonstrate,C,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block1,owen,projective,1,3776,acknowledge,29,acknowledge,C,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block1,isabella,projective,0.19,3048,suggest,30,suggest,C,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block2,mia,ai,0,9287,know,32,know,C,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block2,josh,ai,0,5920,hear,33,hear,C,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block2,olivia,ai,0,4464,reveal,34,reveal,C,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block2,emily,ai,0,3504,say,35,say,C,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block2,sophia,ai,0,3600,see,36,see,C,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block2,charley,ai,0,3464,inform,37,inform,C,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block2,jayden,ai,0,2792,discover,38,discover,C,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block2,owen,ai,0,5375,acknowledge,39,acknowledge,C,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block2,frank,ai,0,3400,be_annoyed,40,be_annoyed,C,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block2,garage,ai,1,4536,MC,41,MC,MC,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block2,julian,ai,0,3975,announce,42,announce,C,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block2,tony,ai,0,2593,admit,43,admit,C,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block2,kids,ai,1,3399,MC,44,MC,MC,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block2,ballet,ai,1,3072,MC,45,MC,MC,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block2,hat,ai,1,4832,MC,46,MC,MC,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block2,jon,ai,0,3536,establish,47,establish,C,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block2,grace,ai,0,3720,think,48,think,C,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block2,jackson,ai,0,3088,demonstrate,49,demonstrate,C,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block2,isabella,ai,0,3168,suggest,50,suggest,C,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block2,pizza,ai,1,2576,MC,51,MC,MC,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block2,danny,ai,0,3456,pretend,52,pretend,C,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block2,zoe,ai,0,4232,confirm,53,confirm,C,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block2,mary,ai,0,3399,prove,54,prove,C,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block2,muffins,ai,1,3817,MC,55,MC,MC,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block2,josie,ai,0,2640,confess,56,confess,C,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
546,default,block2,emma,ai,0,4696,be_right,57,be_right,C,[],74,Yes,,Male,english,Chrome,Windows,768,1366,4.292533333333333,
685,default,block1,ballet,ai,0.98,11238,MC,5,MC,MC,[],38,Yes,Thanks,Female,english,Chrome,Mac,800,1280,10.917733333333333,
685,default,block1,jackson,ai,1,23346,demonstrate,6,demonstrate,C,[],38,Yes,Thanks,Female,english,Chrome,Mac,800,1280,10.917733333333333,
685,default,block1,grace,ai,0.01,31518,announce,7,announce,C,[],38,Yes,Thanks,Female,english,Chrome,Mac,800,1280,10.917733333333333,
685,default,block1,owen,ai,0.01,23192,say,8,say,C,[],38,Yes,Thanks,Female,english,Chrome,Mac,800,1280,10.917733333333333,
685,default,block1,kids,ai,0.98,9820,MC,9,MC,MC,[],38,Yes,Thanks,Female,english,Chrome,Mac,800,1280,10.917733333333333,
685,default,block1,isabella,ai,0.03,9016,inform,10,inform,C,[],38,Yes,Thanks,Female,english,Chrome,Mac,800,1280,10.917733333333333,
685,default,block1,mary,ai,0.03,7598,discover,11,discover,C,[],38,Yes,Thanks,Female,english,Chrome,Mac,800,1280,10.917733333333333,
685,default,block1,danny,ai,0.01,8483,pretend,12,pretend,C,[],38,Yes,Thanks,Female,english,Chrome,Mac,800,1280,10.917733333333333,
685,default,block1,jon,ai,0,21127,admit,13,admit,C,[],38,Yes,Thanks,Female,english,Chrome,Mac,800,1280,10.917733333333333,
685,default,block1,zoe,ai,0.01,26183,hear,14,hear,C,[],38,Yes,Thanks,Female,english,Chrome,Mac,800,1280,10.917733333333333,
685,default,block1,emily,ai,0.02,7083,acknowledge,15,acknowledge,C,[],38,Yes,Thanks,Female,english,Chrome,Mac,800,1280,10.917733333333333,
685,default,block1,emma,ai,0.03,26314,confirm,16,confirm,C,[],38,Yes,Thanks,Female,english,Chrome,Mac,800,1280,10.917733333333333,
685,default,block1,josh,ai,0.02,7957,see,17,see,C,[],38,Yes,Thanks,Female,english,Chrome,Mac,800,1280,10.917733333333333,
685,default,block1,hat,ai,1,5633,MC,18,MC,MC,[],38,Yes,Thanks,Female,english,Chrome,Mac,800,1280,10.917733333333333,
685,default,block1,jayden,ai,0,7458,confess,19,confess,C,[],38,Yes,Thanks,Female,english,Chrome,Mac,800,1280,10.917733333333333,
685,default,block1,garage,ai,1,4137,MC,20,MC,MC,[],38,Yes,Thanks,Female,english,Chrome,Mac,800,1280,10.917733333333333,
685,default,block1,mia,ai,0,7429,establish,21,establish,C,[],38,Yes,Thanks,Female,english,Chrome,Mac,800,1280,10.917733333333333,
685,default,block1,julian,ai,0.19,31445,be_right,22,be_right,C,[],38,Yes,Thanks,Female,english,Chrome,Mac,800,1280,10.917733333333333,
685,default,block1,tony,ai,0,8636,prove,23,prove,C,[],38,Yes,Thanks,Female,english,Chrome,Mac,800,1280,10.917733333333333,
685,default,block1,olivia,ai,0,12192,be_annoyed,24,be_annoyed,C,[],38,Yes,Thanks,Female,english,Chrome,Mac,800,1280,10.917733333333333,
685,default,block1,pizza,ai,1,4194,MC,25,MC,MC,[],38,Yes,Thanks,Female,english,Chrome,Mac,800,1280,10.917733333333333,
685,default,block1,muffins,ai,1,3844,MC,26,MC,MC,[],38,Yes,Thanks,Female,english,Chrome,Mac,800,1280,10.917733333333333,
685,default,block1,sophia,ai,0,4898,know,27,know,C,[],38,Yes,Thanks,Female,english,Chrome,Mac,800,1280,10.917733333333333,
685,default,block1,charley,ai,0,5594,reveal,28,reveal,C,[],38,Yes,Thanks,Female,english,Chrome,Mac,800,1280,10.917733333333333,
685,default,block1,frank,ai,0,4697,suggest,29,suggest,C,[],38,Yes,Thanks,Female,english,Chrome,Mac,800,1280,10.917733333333333,
685,default,block1,josie,ai,0,6329,think,30,think,C,[],38,Yes,Thanks,Female,english,Chrome,Mac,800,1280,10.917733333333333,
685,default,block2,olivia,projective,0.77,15044,be_annoyed,32,be_annoyed,C,[],38,Yes,Thanks,Female,english,Chrome,Mac,800,1280,10.917733333333333,
685,default,block2,charley,projective,0.97,7494,reveal,33,reveal,C,[],38,Yes,Thanks,Female,english,Chrome,Mac,800,1280,10.917733333333333,
685,default,block2,mary,projective,0.94,6516,discover,34,discover,C,[],38,Yes,Thanks,Female,english,Chrome,Mac,800,1280,10.917733333333333,
685,default,block2,muffins,projective,1,4404,MC,35,MC,MC,[],38,Yes,Thanks,Female,english,Chrome,Mac,800,1280,10.917733333333333,
685,default,block2,josie,projective,0.49,11484,think,36,think,C,[],38,Yes,Thanks,Female,english,Chrome,Mac,800,1280,10.917733333333333,
685,default,block2,frank,projective,0.5,6780,suggest,37,suggest,C,[],38,Yes,Thanks,Female,english,Chrome,Mac,800,1280,10.917733333333333,
685,default,block2,jackson,projective,0.5,8864,demonstrate,38,demonstrate,C,[],38,Yes,Thanks,Female,english,Chrome,Mac,800,1280,10.917733333333333,
685,default,block2,tony,projective,0.92,6498,prove,39,prove,C,[],38,Yes,Thanks,Female,english,Chrome,Mac,800,1280,10.917733333333333,
685,default,block2,josh,projective,0.8,8527,see,40,see,C,[],38,Yes,Thanks,Female,english,Chrome,Mac,800,1280,10.917733333333333,
685,default,block2,isabella,projective,0.67,11156,inform,41,inform,C,[],38,Yes,Thanks,Female,english,Chrome,Mac,800,1280,10.917733333333333,
685,default,block2,emily,projective,0.71,6256,acknowledge,42,acknowledge,C,[],38,Yes,Thanks,Female,english,Chrome,Mac,800,1280,10.917733333333333,
685,default,block2,sophia,projective,0.97,9120,know,43,know,C,[],38,Yes,Thanks,Female,english,Chrome,Mac,800,1280,10.917733333333333,
685,default,block2,grace,projective,0.87,6778,announce,44,announce,C,[],38,Yes,Thanks,Female,english,Chrome,Mac,800,1280,10.917733333333333,
685,default,block2,julian,projective,0.81,10912,be_right,45,be_right,C,[],38,Yes,Thanks,Female,english,Chrome,Mac,800,1280,10.917733333333333,
685,default,block2,hat,projective,1,3726,MC,46,MC,MC,[],38,Yes,Thanks,Female,english,Chrome,Mac,800,1280,10.917733333333333,
